"","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10"
"p22108",99,37,27,20,10,12,3,2,2,2
"p22109",85,63,23,17,19,6,4,1,3,4
"p22110",103,51,47,20,13,7,5,7,3,1
"p22111",75,43,24,25,15,7,9,3,1,0
"p22112",70,78,71,77,78,59,51,30,44,35
"p22113",77,54,22,11,18,7,8,5,1,3
"p22114",54,67,65,69,55,50,46,58,46,32
"p22115",61,71,80,78,57,44,48,53,46,37
"p22116",78,44,37,23,11,11,5,4,2,1
"p22117",63,78,83,76,54,61,63,47,53,40
"p22118",80,38,37,33,7,8,5,8,2,0
"p22119",104,45,26,23,12,15,8,3,1,1
"p22120",48,82,72,69,58,51,55,48,35,46
"p22121",77,50,28,11,16,12,8,3,5,1
"p22122",84,59,42,26,12,6,5,6,5,1
"p22123",95,57,28,20,13,10,6,3,1,2
"p22124",97,50,36,12,13,11,5,2,1,2
"p22125",88,53,27,23,15,9,2,2,1,2
"p22126",104,48,29,22,11,13,7,6,2,2
"p22127",58,74,87,65,67,56,50,44,31,45
"p22128",93,48,41,10,9,8,11,5,6,3
"p22129",63,78,76,69,65,59,51,41,43,37
"p22130",91,41,23,20,22,9,10,4,3,2
"p22131",56,75,72,74,60,53,41,48,48,39
"p22132",51,91,62,64,44,49,50,42,28,32
"p22133",94,46,35,17,17,10,5,4,3,1
"p22134",98,56,35,14,18,9,9,4,3,0
"p22135",45,74,57,81,46,54,50,47,41,35
"p22136",74,53,30,21,15,9,9,4,0,2
"p22137",64,69,63,57,59,45,43,48,45,42
"p22138",65,66,67,63,62,57,48,52,40,30
"p22139",88,58,30,22,12,10,8,3,2,0
"p22140",92,42,32,20,17,13,8,6,0,2
"p22141",86,42,26,24,12,11,4,5,1,2
"p22142",90,53,25,24,9,7,3,6,2,1
"p22143",66,89,70,62,68,56,41,52,45,31
"p22144",97,53,28,26,11,14,7,2,4,4
"p22145",70,88,60,80,59,53,52,40,40,36
"p22146",82,35,29,25,19,9,4,4,3,3
"p22147",97,32,30,16,12,8,6,2,2,2
"p22148",52,75,86,64,69,49,46,49,34,33
"p22149",76,44,30,16,12,9,8,3,2,1
"p22150",103,52,34,28,15,10,7,3,4,1
"p22151",81,43,33,16,16,6,6,4,5,2
"p22152",98,47,38,19,14,14,8,3,2,3
"p22153",76,38,21,16,11,10,5,3,3,0
"p22154",98,45,27,18,13,14,6,6,4,4
"p22155",54,82,63,70,71,57,44,44,33,41
"p22156",40,85,69,69,68,55,45,37,38,49
"p22157",80,42,32,27,15,7,7,5,5,0
"p22158",55,75,68,76,64,60,47,48,46,30
"p22159",53,84,74,58,69,70,47,52,47,41
"p22160",57,69,82,65,50,52,60,47,42,41
"p22161",60,84,82,70,55,51,56,37,42,41
"p22162",92,41,33,29,15,11,3,3,2,2
"p22163",101,47,36,15,14,10,9,1,4,2
"p22164",74,71,88,71,53,57,50,50,41,43
"p22165",59,107,70,68,69,49,42,49,39,46
"p22166",60,101,74,69,71,54,33,34,46,31
"p22167",104,47,22,19,16,8,2,5,4,3
"p22168",66,82,70,56,56,60,42,42,53,48
"p22169",59,74,75,62,60,55,48,42,41,31
"p22170",85,43,24,20,16,5,7,2,2,1
"p22171",89,39,38,15,10,9,6,3,2,1
"p22172",63,81,75,79,69,56,45,51,43,48
"p22173",100,60,35,19,7,13,9,5,2,4
"p22174",64,71,81,61,52,59,44,51,37,28
"p22175",69,94,68,72,54,43,53,41,37,39
"p22176",96,47,27,20,9,7,2,2,2,4
"p22177",90,39,23,19,23,17,5,5,2,2
"p22178",99,61,21,19,15,4,11,4,2,0
"p22179",91,51,22,17,14,6,5,1,4,4
"p22180",81,61,34,17,15,10,6,5,4,2
"p22181",74,43,21,16,12,9,7,3,0,5
"p22182",107,47,32,22,12,10,9,6,2,1
"p22183",96,35,26,19,11,9,7,5,1,2
"p22184",56,99,89,64,70,51,52,40,42,36
"p22185",55,89,60,68,48,44,45,44,41,41
"p22186",71,61,26,17,20,9,7,1,3,2
"p22187",90,37,27,18,8,10,11,4,3,0
"p22188",59,68,79,71,59,59,36,50,32,46
"p22189",85,59,29,15,21,10,15,5,3,2
"p22190",90,44,27,28,12,13,5,6,1,1
"p22191",63,76,67,66,37,59,42,44,32,45
"p22192",93,35,27,27,12,7,7,1,0,3
"p22193",67,60,82,65,63,45,38,36,38,32
"p22194",76,46,20,20,18,11,6,0,3,1
"p22195",85,52,27,26,15,8,9,7,0,2
"p22196",84,35,22,16,16,12,8,2,4,2
"p22197",99,59,30,22,15,12,10,2,2,2
"p22198",88,49,24,23,18,10,9,4,4,4
"p22199",97,38,32,21,13,11,9,3,4,4
"p22200",86,49,21,11,17,12,8,2,5,3
"p22201",47,86,85,59,56,51,46,52,48,31
"p22202",62,77,70,69,50,56,45,47,43,35
"p22203",58,89,72,77,48,56,50,48,39,38
"p22204",105,38,29,23,14,6,6,3,2,2
"p22205",69,37,23,22,13,14,4,2,1,3
"p22206",59,79,63,77,59,53,43,48,35,37
"p22207",80,57,41,12,19,5,13,6,6,5
"p22208",103,42,37,19,9,9,5,3,1,1
"p22209",93,53,22,20,13,18,6,5,2,1
"p22210",63,102,79,66,54,40,48,57,38,40
"p22211",77,47,38,20,10,13,5,5,2,1
"p22212",63,87,74,67,70,47,55,49,54,30
"p22213",87,55,34,23,12,5,9,3,1,0
"p22214",76,50,35,20,8,8,3,5,3,1
"p22215",62,90,62,77,53,69,53,44,40,33
"p22216",55,72,82,73,49,57,49,46,25,40
"p22217",96,40,30,21,17,4,3,5,1,2
"p22218",61,88,59,62,70,61,51,40,34,37
"p22219",74,101,91,56,67,59,56,45,32,40
"p22220",69,82,76,68,68,58,46,47,48,36
"p22221",101,36,26,25,20,13,7,4,0,2
"p22222",58,83,75,70,54,60,44,53,42,35
"p22223",105,36,23,21,11,11,10,4,3,2
"p22224",53,65,69,66,58,57,49,42,49,38
"p22225",61,77,76,77,66,50,48,40,43,51
"p22226",86,50,28,23,19,11,6,5,7,3
"p22227",61,92,72,71,46,61,47,46,61,36
"p22228",77,39,28,17,15,9,5,4,1,2
"p22229",88,45,29,16,9,5,5,4,1,0
"p22230",59,76,83,57,67,53,60,39,40,39
"p22231",59,87,75,69,64,68,45,39,52,39
"p22232",46,78,77,70,44,44,35,51,52,38
"p22233",56,76,68,79,44,51,47,47,55,32
"p22234",111,35,38,24,17,10,5,4,2,0
"p22235",52,69,87,83,64,60,58,34,41,35
"p22236",93,49,32,26,14,11,8,4,2,0
"p22237",70,67,80,68,67,54,49,40,40,33
"p22238",100,50,33,26,13,12,7,5,3,1
"p22239",106,38,25,23,16,12,6,4,4,2
"p22240",56,78,84,55,69,52,53,43,50,30
"p22241",101,50,32,12,12,6,4,4,4,1
"p22242",64,101,81,63,61,48,59,43,40,45
"p22243",51,87,73,79,64,55,38,39,37,39
"p22244",50,88,77,65,67,55,51,38,34,37
"p22245",104,51,27,29,19,10,3,6,6,2
"p22246",54,79,66,71,69,67,52,44,39,34
"p22247",82,47,31,27,15,5,7,3,5,3
"p22248",50,80,62,73,58,64,55,52,35,45
"p22249",89,39,40,23,21,15,5,3,4,2
"p22250",50,78,79,65,55,54,41,37,38,44
"p22251",55,85,63,69,78,50,59,47,48,34
"p22252",59,94,62,68,57,53,52,40,36,43
"p22253",76,90,56,69,68,71,57,53,53,39
"p22254",61,99,75,63,57,48,42,43,40,34
"p22255",82,42,34,29,14,6,7,6,3,1
"p22256",103,38,25,14,13,7,9,4,1,1
"p22257",64,83,80,69,60,67,43,43,35,45
"p22258",98,38,26,29,11,12,4,4,1,1
"p22259",93,42,25,20,12,8,8,3,2,1
"p22260",84,50,39,28,19,8,10,4,3,1
"p22261",52,76,85,69,61,61,66,51,33,41
"p22262",83,35,33,16,21,8,4,2,3,0
"p22263",72,99,73,63,57,61,41,49,45,45
"p22264",79,35,19,24,14,9,2,2,3,2
"p22265",89,40,18,18,13,12,5,1,2,1
"p22266",99,43,38,23,12,10,6,2,1,2
"p22267",74,42,29,25,18,7,6,4,5,3
"p22268",88,43,29,25,10,8,3,7,3,2
"p22269",60,85,68,73,58,46,39,43,37,31
"p22270",102,52,32,21,15,8,6,4,4,3
"p22271",95,48,32,19,15,8,7,2,3,5
"p22272",62,71,67,61,56,67,44,42,42,27
"p22273",61,70,55,66,62,46,51,47,41,36
"p22274",69,79,75,65,59,51,50,41,27,39
"p22275",65,77,67,70,62,40,43,55,42,37
"p22276",65,77,84,63,60,57,53,44,40,42
"p22277",84,47,23,27,13,5,10,5,2,4
"p22278",55,77,69,72,60,57,41,42,40,48
"p22279",46,72,65,57,71,53,44,47,35,26
"p22280",108,42,35,18,14,9,9,4,4,1
"p22281",61,81,70,69,72,50,48,50,45,39
"p22282",71,77,98,71,60,58,56,35,40,26
"p22283",63,83,82,65,52,61,39,45,45,45
"p22284",96,45,28,18,13,10,5,3,6,5
"p22285",85,55,24,17,19,8,4,3,3,2
"p22286",93,33,34,27,19,9,8,1,1,2
"p22287",63,75,61,70,60,66,53,52,38,44
"p22288",88,37,23,16,10,11,10,5,2,0
"p22289",76,36,19,18,12,11,8,5,2,1
"p22290",48,93,74,86,57,59,46,35,46,31
"p22291",64,91,72,69,49,44,44,35,39,35
"p22292",106,45,18,22,10,4,3,3,3,2
"p22293",91,40,34,26,18,9,5,7,2,2
"p22294",78,53,41,19,15,9,3,3,2,0
"p22295",57,69,71,61,60,49,48,59,42,40
"p22296",84,38,26,23,13,8,9,4,3,0
"p22297",75,50,33,23,13,11,6,6,7,2
"p22298",62,78,79,47,53,52,53,51,40,40
"p22299",101,45,32,25,16,9,4,4,1,0
"p22300",65,76,62,69,68,52,50,32,32,42
"p22301",54,85,79,63,66,52,48,47,38,40
"p22302",107,55,19,25,13,6,5,2,4,1
"p22303",64,69,72,78,65,60,37,46,38,44
"p22304",51,85,71,58,66,60,53,56,40,33
"p22305",96,58,22,16,13,8,6,5,4,4
"p22306",63,79,63,58,69,45,50,44,40,38
"p22307",56,75,54,65,67,42,43,43,41,37
"p22308",85,44,30,11,14,8,12,7,2,2
"p22309",84,42,30,18,19,9,4,2,2,2
"p22310",93,42,31,18,11,7,4,7,5,3
"p22311",58,80,61,62,54,52,40,41,33,46
"p22312",77,83,81,59,51,66,38,49,40,47
"p22313",93,39,24,19,19,11,2,4,4,1
"p22314",74,41,31,20,10,10,5,4,5,2
"p22315",65,81,66,89,49,56,57,34,45,37
"p22316",65,87,89,63,62,56,51,53,37,31
"p22317",57,67,87,56,40,59,50,49,34,45
"p22318",92,49,35,27,13,10,4,5,1,1
"p22319",66,81,75,61,51,48,44,39,44,45
"p22320",66,84,81,56,67,72,48,41,50,40
"p22321",55,81,68,62,59,46,49,39,37,37
"p22322",58,96,69,78,60,57,46,53,43,41
"p22323",75,73,61,68,58,69,53,43,32,28
"p22324",90,50,34,27,7,9,4,5,3,3
"p22325",74,74,71,71,46,62,48,51,38,35
"p22326",96,33,32,15,15,9,8,5,1,4
"p22327",65,85,69,71,57,47,50,52,34,36
"p22328",66,82,82,78,68,57,43,34,40,47
"p22329",104,55,22,13,13,12,7,3,3,1
"p22330",54,94,81,67,58,49,46,38,40,32
"p22331",61,81,63,55,62,56,59,38,34,48
"p22332",59,65,81,67,65,50,43,53,44,30
"p22333",96,47,30,23,15,8,8,5,2,1
"p22334",64,77,73,74,69,60,45,37,29,37
"p22335",60,78,88,63,76,55,52,55,51,45
"p22336",79,89,69,62,71,41,55,40,48,45
"p22337",98,52,26,17,7,6,9,7,7,4
"p22338",111,45,28,15,15,4,9,3,1,1
"p22339",55,76,77,74,58,58,49,39,48,33
"p22340",89,38,38,23,13,14,7,2,1,1
"p22341",82,44,36,16,9,13,4,3,2,4
"p22342",49,87,78,69,61,53,52,39,41,36
"p22343",97,40,25,16,13,4,6,6,0,2
"p22344",65,97,72,77,64,65,52,51,35,36
"p22345",50,74,85,65,54,50,50,32,33,34
"p22346",99,43,28,20,16,7,4,6,3,1
"p22347",90,39,34,23,12,7,6,4,2,2
"p22348",72,80,77,77,54,54,39,41,33,33
"p22349",56,78,73,68,53,62,36,52,38,35
"p22350",69,71,71,64,59,52,48,37,46,34
"p22351",59,87,79,60,66,52,47,62,46,36
"p22352",99,46,31,19,16,7,9,3,1,2
"p22353",80,40,26,16,17,12,6,4,2,2
"p22354",110,41,34,18,12,10,6,3,5,0
"p22355",57,91,67,66,60,59,53,49,33,33
"p22356",82,40,28,20,13,8,3,5,4,4
"p22357",100,50,31,21,16,6,6,4,4,0
"p22358",55,69,75,74,60,53,50,46,33,38
"p22359",82,53,30,21,14,10,3,2,0,0
"p22360",115,43,32,23,9,8,7,5,2,4
"p22361",78,86,87,72,74,56,36,30,43,38
"p22362",53,73,78,67,55,63,44,37,37,34
"p22363",77,49,34,19,13,12,2,6,1,3
"p22364",66,75,83,66,65,55,54,44,47,41
"p22365",101,47,30,18,18,7,10,2,3,2
"p22366",52,73,70,83,44,59,55,33,39,42
"p22367",72,74,66,61,69,67,43,64,33,33
"p22368",51,76,84,69,53,58,54,34,34,52
"p22369",91,50,25,13,15,19,8,5,2,2
"p22370",55,88,71,72,36,53,54,51,38,37
"p22371",82,45,26,23,12,11,7,7,3,3
"p22372",86,44,37,18,15,9,8,3,2,2
"p22373",57,69,64,84,55,50,53,46,43,31
"p22374",88,41,36,16,17,9,6,4,3,2
"p22375",53,77,81,73,68,56,56,41,40,31
"p22376",58,82,67,66,62,61,61,54,43,45
"p22377",89,45,35,20,16,7,5,1,4,3
"p22378",64,78,66,73,72,65,70,49,40,36
"p22379",76,41,25,21,13,6,7,3,5,1
"p22380",78,35,33,25,15,9,9,6,4,1
"p22381",67,90,85,75,53,47,47,41,41,38
"p22382",77,29,26,14,16,9,5,4,1,1
"p22383",58,78,72,65,61,64,66,40,43,29
"p22384",75,47,38,25,20,6,8,8,2,2
"p22385",89,37,30,14,11,13,5,2,1,2
"p22386",90,55,30,19,15,9,5,3,4,2
"p22387",94,44,28,24,11,10,11,2,3,5
"p22388",90,46,28,21,13,9,5,8,0,4
"p22389",105,40,29,11,9,15,8,4,1,2
"p22390",81,42,36,17,12,11,8,3,4,2
"p22391",72,36,33,18,16,7,10,6,2,1
"p22392",63,61,27,28,11,10,10,5,0,2
"p22393",81,49,31,19,17,7,3,3,1,0
"p22394",87,52,23,17,14,7,6,2,1,3
"p22395",45,77,86,69,51,57,45,48,42,37
"p22396",97,30,30,21,24,12,7,4,0,1
"p22397",62,77,67,61,69,62,52,43,37,38
"p22398",93,60,31,17,15,14,9,3,4,4
"p22399",83,47,25,15,16,8,6,3,1,1
"p22400",75,45,41,19,16,11,5,4,4,2
"p22401",88,46,19,15,17,6,4,2,3,2
"p22402",95,37,36,21,12,10,5,8,3,5
"p22403",48,80,65,66,51,50,47,47,47,37
"p22404",64,83,86,58,58,57,44,44,36,46
"p22405",91,38,33,22,10,10,7,3,2,2
"p22406",57,79,61,57,71,54,48,31,40,37
"p22407",83,35,22,18,13,8,5,6,4,2
"p22408",55,93,78,68,66,54,58,55,45,36
"p22409",50,72,84,75,57,51,42,43,44,43
"p22410",78,80,80,68,68,50,46,47,48,37
"p22411",60,91,55,48,64,56,46,35,34,31
"p22412",64,83,64,58,68,59,43,46,38,39
"p22413",51,84,72,76,66,54,55,54,44,34
"p22414",89,38,28,23,12,13,8,2,3,1
"p22415",80,51,19,17,14,11,6,2,5,3
"p22416",59,83,61,62,56,57,57,46,48,35
"p22417",83,46,35,22,20,12,7,3,2,1
"p22418",58,73,74,64,59,68,60,44,45,28
"p22419",65,77,72,64,56,56,59,36,32,47
"p22420",80,67,82,59,73,53,45,42,31,26
"p22421",86,43,39,16,22,15,3,4,5,2
"p22422",104,52,27,28,12,8,7,5,6,3
"p22423",39,73,71,74,53,54,41,31,36,45
"p22424",108,35,29,20,7,10,9,5,1,1
"p22425",80,45,34,16,9,14,6,2,5,0
"p22426",60,81,75,71,60,64,42,43,49,39
"p22427",92,45,23,27,17,8,11,7,5,1
"p22428",93,43,40,14,15,9,7,6,2,1
"p22429",95,50,32,17,11,10,8,3,3,0
"p22430",60,86,75,55,75,54,61,42,44,31
"p22431",81,33,31,24,21,11,11,1,1,2
"p22432",100,48,25,17,19,10,9,2,5,3
"p22433",51,70,76,62,59,54,51,37,41,40
"p22434",54,93,71,69,69,57,58,44,39,25
"p22435",89,38,29,13,20,10,4,6,4,1
"p22436",53,74,78,69,48,57,40,40,31,28
"p22437",111,48,25,16,14,10,5,5,4,2
"p22438",61,85,82,68,68,66,43,44,37,38
"p22439",83,49,26,20,15,3,4,8,0,1
"p22440",74,66,70,63,52,49,44,41,43,35
"p22441",96,42,30,22,14,11,4,8,3,2
"p22442",62,92,82,65,76,55,49,37,35,37
"p22443",89,44,28,13,18,9,5,8,3,4
"p22444",63,72,66,71,61,55,50,47,37,33
"p22445",74,45,34,19,15,6,6,1,2,2
"p22446",98,52,46,26,19,6,12,3,5,2
"p22447",64,90,79,63,59,55,46,37,48,37
"p22448",88,32,25,24,19,15,6,2,3,3
"p22449",96,46,26,23,7,12,5,4,2,4
"p22450",64,84,87,56,56,62,64,48,34,47
"p22451",52,65,73,70,56,61,60,51,24,28
"p22452",58,92,61,54,72,50,42,41,43,45
"p22453",92,33,39,18,9,4,6,1,1,1
"p22454",65,71,73,66,60,60,47,59,34,39
"p22455",85,48,36,16,16,12,6,1,1,4
"p22456",95,41,31,22,12,11,7,4,1,2
"p22457",85,52,26,16,11,9,14,6,6,1
"p22458",60,78,71,63,69,57,65,36,34,41
"p22459",89,38,34,15,11,9,6,6,2,5
"p22460",92,55,33,23,17,8,6,3,0,2
"p22461",101,48,34,29,8,8,7,4,1,2
"p22462",62,83,60,83,66,54,45,49,44,44
"p22463",51,64,74,77,52,67,54,41,47,36
"p22464",57,77,90,67,55,55,63,44,53,27
"p22465",55,75,71,75,62,45,55,49,31,36
"p22466",90,35,26,19,18,9,4,5,6,1
"p22467",115,57,21,21,12,6,6,7,3,3
"p22468",71,38,31,21,12,11,4,1,4,0
"p22469",81,34,34,21,19,2,5,2,6,3
"p22470",83,40,28,16,17,9,8,4,3,2
"p22471",55,94,67,70,50,49,49,43,36,35
"p22472",58,87,62,50,46,45,50,49,44,39
"p22473",92,43,39,20,16,14,9,7,2,3
"p22474",100,58,31,17,17,8,8,5,3,1
"p22475",53,82,63,73,61,59,49,49,33,34
"p22476",92,50,40,20,11,9,12,2,3,2
"p22477",81,47,32,22,11,11,10,4,3,5
"p22478",69,85,82,63,67,68,55,63,53,32
"p22479",79,50,33,19,18,8,8,2,3,3
"p22480",92,47,35,15,15,4,6,5,2,2
"p22481",57,73,73,64,52,64,45,33,34,37
"p22482",83,38,26,19,13,9,2,3,7,3
"p22483",90,51,39,30,14,7,10,5,3,4
"p22484",64,88,61,75,74,46,58,44,44,33
"p22485",81,41,30,17,14,8,7,4,1,1
"p22486",88,35,30,24,12,8,3,4,4,1
"p22487",69,71,79,61,61,49,57,48,32,42
"p22488",51,75,66,61,63,55,43,48,50,39
"p22489",94,55,25,21,12,10,5,4,2,1
"p22490",52,82,74,54,64,61,49,42,32,33
"p22491",59,75,60,55,47,60,37,43,42,42
"p22492",51,77,73,69,57,49,46,37,40,43
"p22493",89,37,27,22,17,3,5,0,2,1
"p22494",92,36,25,17,19,8,3,4,6,4
"p22495",83,30,33,16,8,10,10,4,5,1
"p22496",81,41,25,20,16,12,10,5,1,1
"p22497",69,46,29,21,20,11,6,3,4,4
"p22498",76,75,73,64,51,47,52,36,37,42
"p22499",70,93,71,61,58,52,47,45,40,44
"p22500",60,80,81,74,53,58,47,54,47,30
"p22501",59,90,73,65,61,48,37,39,39,52
"p22502",96,38,23,16,13,9,3,2,5,0
"p22503",95,36,23,31,21,10,5,2,7,1
"p22504",81,44,37,18,21,9,5,1,0,4
"p22505",92,47,22,20,13,10,4,3,1,2
"p22506",104,53,31,19,10,8,6,2,1,2
"p22507",56,72,76,65,65,71,49,63,34,42
"p22508",91,39,28,10,14,6,6,5,4,2
"p22509",78,44,27,18,17,10,8,9,4,1
"p22510",60,86,76,67,67,58,47,35,44,41
"p22511",98,37,37,17,13,6,9,7,1,2
"p22512",78,41,24,22,11,9,12,4,3,1
"p22513",83,46,31,22,18,12,6,7,5,4
"p22514",58,71,69,68,62,67,45,55,44,35
"p22515",89,51,35,20,7,14,7,2,6,0
"p22516",53,82,64,51,49,49,44,50,43,34
"p22517",63,78,79,54,56,54,37,45,44,39
"p22518",59,77,78,73,59,62,46,48,42,49
"p22519",90,52,30,22,16,10,9,6,1,4
"p22520",75,38,20,18,4,8,7,6,1,1
"p22521",60,70,90,70,72,56,44,39,50,30
"p22522",63,87,79,69,58,50,45,48,33,35
"p22523",67,84,74,54,48,52,42,41,33,22
"p22524",60,79,63,60,64,65,51,39,37,26
"p22525",75,56,20,18,14,8,10,4,3,2
"p22526",73,82,65,64,57,55,50,56,37,33
"p22527",71,81,75,67,52,63,48,45,48,44
"p22528",57,73,87,71,68,62,57,46,55,47
"p22529",73,99,66,63,52,61,37,35,48,27
"p22530",49,66,67,78,61,66,57,48,41,44
"p22531",94,62,34,16,9,10,3,2,1,2
"p22532",98,53,34,23,20,10,1,4,4,4
"p22533",88,45,33,21,19,10,1,1,1,5
"p22534",75,83,70,69,58,48,55,52,45,25
"p22535",111,51,31,25,11,4,5,7,3,3
"p22536",59,82,79,62,54,52,45,64,41,31
"p22537",78,54,32,27,13,7,7,4,1,3
"p22538",78,39,30,18,19,6,11,1,2,2
"p22539",78,43,22,21,16,11,7,0,4,1
"p22540",96,56,29,23,14,10,5,2,3,2
"p22541",84,52,35,26,13,7,2,4,0,1
"p22542",53,84,80,61,53,48,53,38,50,33
"p22543",81,50,35,23,16,12,6,5,2,2
"p22544",104,54,31,22,11,9,8,1,4,0
"p22545",71,86,61,63,60,47,39,44,38,43
"p22546",73,36,34,27,16,7,13,1,2,2
"p22547",69,66,63,70,65,54,45,32,36,33
"p22548",55,79,64,51,67,62,52,46,41,41
"p22549",61,72,78,77,54,52,49,43,32,39
"p22550",65,63,70,69,81,49,54,43,38,37
"p22551",66,83,59,73,63,54,42,40,31,34
"p22552",53,99,88,68,50,45,47,37,44,42
"p22553",106,36,30,18,10,10,6,4,3,2
"p22554",69,84,71,70,62,58,52,46,31,30
"p22555",64,97,62,68,53,70,57,51,36,53
"p22556",78,53,33,15,9,11,7,2,2,2
"p22557",69,84,81,55,63,61,41,37,46,45
"p22558",69,43,24,23,10,11,6,3,3,1
"p22559",72,38,27,15,22,8,8,7,1,1
"p22560",56,73,66,56,62,52,59,46,28,47
"p22561",52,73,73,74,53,55,62,37,42,40
"p22562",68,89,89,58,61,66,55,50,37,31
"p22563",89,39,28,19,12,4,7,4,2,1
"p22564",79,88,82,72,44,60,72,39,33,32
"p22565",84,41,26,17,11,10,7,4,5,1
"p22566",53,78,87,82,63,48,47,57,38,30
"p22567",57,79,66,58,52,47,33,39,39,36
"p22568",94,51,26,15,13,10,7,2,1,0
"p22569",86,38,29,19,18,10,2,6,2,1
"p22570",64,79,72,59,64,56,50,46,39,41
"p22571",55,72,79,52,61,55,55,44,39,39
"p22572",91,38,25,10,16,11,2,3,1,0
"p22573",59,71,76,59,55,50,62,44,41,32
"p22574",60,81,72,73,60,50,40,50,38,44
"p22575",65,93,89,68,70,49,62,61,48,36
"p22576",92,52,30,14,15,10,4,0,4,0
"p22577",93,59,33,16,8,13,6,2,1,0
"p22578",72,79,74,60,66,55,48,38,41,41
"p22579",92,46,23,22,18,6,9,6,3,6
"p22580",68,68,86,55,63,51,44,38,38,24
"p22581",85,43,26,19,13,5,4,0,1,2
"p22582",47,107,71,60,61,59,39,51,42,31
"p22583",49,80,89,52,50,58,53,44,45,29
"p22584",68,83,69,77,50,56,55,41,49,38
"p22585",78,65,79,67,66,55,55,48,50,41
"p22586",69,79,62,79,55,51,45,54,46,38
"p22587",61,99,78,72,46,51,48,34,36,35
"p22588",81,36,35,22,22,9,6,3,0,2
"p22589",63,85,71,72,55,60,50,43,40,41
"p22590",86,52,27,25,12,12,7,2,3,2
"p22591",64,73,91,83,60,45,54,39,42,46
"p22592",62,100,62,72,60,52,53,41,35,33
"p22593",100,43,30,17,18,14,9,1,1,3
"p22594",55,87,73,56,65,50,42,52,28,34
"p22595",64,81,77,70,52,55,57,38,48,42
"p22596",66,79,73,64,56,53,52,53,51,35
"p22597",86,53,33,20,13,8,5,5,1,2
"p22598",68,82,80,81,61,52,51,39,48,46
"p22599",81,52,28,22,14,10,6,5,2,2
"p22600",105,53,27,14,16,12,12,3,3,1
"p22601",59,86,81,54,57,49,52,36,40,41
"p22602",84,34,31,22,15,15,9,3,3,2
"p22603",96,47,35,28,11,3,3,4,7,4
"p22604",79,46,25,29,14,9,9,1,2,2
"p22605",59,85,69,94,72,51,50,47,37,46
"p22606",93,36,29,21,10,12,5,7,2,2
"p22607",86,40,20,20,12,10,6,5,2,4
"p22608",69,83,65,63,65,55,39,52,30,37
"p22609",59,79,81,75,59,54,49,38,50,37
"p22610",86,46,28,20,13,10,4,2,6,3
"p22611",58,73,76,62,62,50,51,46,30,26
"p22612",69,43,29,27,13,12,10,7,2,0
"p22613",77,94,85,52,63,63,53,36,44,37
"p22614",83,46,33,25,17,8,10,9,3,3
"p22615",92,49,21,26,13,7,11,4,6,0
"p22616",64,89,61,80,64,41,42,50,43,28
"p22617",92,43,26,24,12,13,4,6,1,1
"p22618",66,91,63,61,69,55,49,48,38,26
"p22619",67,77,71,61,58,57,53,65,36,45
"p22620",78,49,30,23,19,7,5,1,0,3
"p22621",72,38,36,21,12,6,7,4,4,4
"p22622",56,77,79,64,60,57,51,49,46,43
"p22623",99,45,30,25,13,10,11,5,3,2
"p22624",61,83,65,76,65,54,41,43,28,31
"p22625",100,44,24,25,8,10,6,5,3,1
"p22626",92,44,38,15,14,7,4,6,2,3
"p22627",89,49,17,25,11,10,8,3,1,3
"p22628",94,47,37,22,14,5,4,4,4,1
"p22629",106,35,28,26,16,8,6,4,0,3
"p22630",85,52,27,24,19,8,5,2,3,1
"p22631",101,40,24,17,14,14,6,4,3,2
"p22632",94,57,28,18,9,9,7,0,2,1
"p22633",95,44,25,8,16,5,6,4,2,1
"p22634",108,49,24,19,6,7,9,4,0,2
"p22635",62,78,67,76,56,60,45,56,46,38
"p22636",90,41,25,17,10,8,4,3,1,4
"p22637",81,33,29,17,13,9,13,2,1,3
"p22638",54,105,71,59,54,42,57,61,48,47
"p22639",49,87,72,58,63,53,43,49,40,40
"p22640",57,83,97,66,73,57,53,47,42,36
"p22641",92,43,35,23,13,12,10,1,3,3
"p22642",61,99,82,76,59,63,44,49,39,30
"p22643",56,100,72,63,67,73,44,40,33,28
"p22644",81,38,34,28,7,9,6,4,5,2
"p22645",71,83,78,64,57,64,38,46,33,30
"p22646",73,41,28,23,11,11,4,3,4,1
"p22647",51,78,63,76,62,56,53,45,44,37
"p22648",90,42,26,19,14,11,10,5,2,2
"p22649",93,51,26,9,18,9,5,6,1,3
"p22650",99,42,29,21,21,11,9,3,7,0
"p22651",90,45,23,23,15,12,7,4,1,0
"p22652",58,89,72,80,65,49,42,48,38,36
"p22653",64,91,81,67,57,51,36,46,40,25
"p22654",88,47,32,14,15,10,4,2,1,1
"p22655",89,41,33,13,17,9,4,2,4,2
"p22656",76,50,32,20,14,10,7,5,2,1
"p22657",59,88,67,62,62,68,61,51,42,35
"p22658",56,86,85,89,67,53,48,41,32,32
"p22659",92,46,24,20,11,11,4,2,8,0
"p22660",67,90,70,61,51,56,47,63,40,31
"p22661",63,83,66,66,54,56,40,50,35,34
"p22662",91,48,35,18,15,13,8,5,3,2
"p22663",60,90,64,67,52,51,49,46,43,30
"p22664",90,46,32,18,8,12,8,1,2,1
"p22665",56,70,73,54,53,60,56,38,29,46
